,Statistic,meandifference higher-lower,p-value ttest,p-value mannwhitneyu,FDR-adjusted p-value
CD4 T cells naive_tumorfront_GranzymeB,567.5,0.012259256232270865,0.8109626596677562,0.5175312085672179,0.9792021464089297
CD4 T cells naive_tumorfront_Ki67,568.0,0.006991309663643461,0.35554323053515,0.520983803317451,0.8436619029647627
CD4 T cells naive_tumorfront_CD44,739.5,-0.08311757677629422,0.12355553245038375,0.18385444893441572,0.684545263302947
CD4 T cells naive_tumorfront_pERK,460.5,0.030532703415776644,0.09124963509983733,0.059599018744613916,0.684545263302947
CD4 T cells naive_tumorfront_pMAPKAPK2,513.5,0.023864431171553457,0.41459611507121885,0.20365800203354156,0.8668239156911446
CD4 T cells naive_tumorfront_pS6,411.5,0.2909312222936701,0.003966705066847147,0.014287747928382038,0.5410009742651076
CD4 T cells memory_stromal_pp38,627.0,-0.0010654824478205926,0.8987502639871248,0.9769514281602546,0.9792021464089297
CD4 T cells memory_stromal_pSTAT1,745.5,-0.004040714241498405,0.3121530547893768,0.16200337895428496,0.8243845933565215
CD4 T cells memory_stromal_pSTAT3,646.0,-0.0020550370967293355,0.7280349805688322,0.8037628140576553,0.9434616529882728
CD4 T cells memory_stromal_CD36,724.5,-0.028329592047486557,0.1295862717924722,0.2478264810902847,0.684545263302947
CD4 T cells memory_stromal_E-Cadherin,612.0,-0.01018976202593487,0.4463651433067026,0.8942713763954939,0.8668239156911446
CD4 T cells memory_stromal_VEGF,517.5,0.007916351274278394,0.5735755339440894,0.22058531710525275,0.8997071978418107
CD4 T cells memory_stromal_pCREB,465.5,0.07994026559142164,0.3445119509941287,0.06786480588786623,0.8315805713651382
CD4 T cells memory_stromal_pNFkB,542.5,0.013298008278294166,0.45805151042355396,0.3492400162153031,0.8668239156911446
CD4 T cells memory_stromal_GranzymeB,590.5,-0.009047611324905225,0.8794903641544447,0.7029364477822083,0.9792021464089297
CD4 T cells memory_stromal_Ki67,720.0,-0.006127309470750752,0.30186842242439565,0.26887222210916684,0.8080692644198788
CD4 T cells memory_stromal_CD44,822.5,-0.15484895749334776,0.0077249396559809355,0.022128351141190248,0.5410009742651076
CD4 T cells memory_stromal_pERK,580.5,0.00028077709510482274,0.9824124876617146,0.6192432868142022,0.9956472673268011
CD4 T cells memory_stromal_pMAPKAPK2,615.5,-0.008777523855498265,0.7643356411102776,0.9263398734663204,0.9611406265458582
CD4 T cells memory_stromal_pS6,415.5,0.20886164749651392,0.010449059331443163,0.016229153994400343,0.5410009742651076
CD4 T cells memory_tumorfront_pp38,609.5,0.0025372712684942067,0.826207344561791,0.8714624689724447,0.9792021464089297
CD4 T cells memory_tumorfront_pSTAT1,763.5,-0.007592050508863052,0.20330059511370363,0.10809729537836489,0.7138558557387019
CD4 T cells memory_tumorfront_pSTAT3,573.0,0.005879307899429427,0.421657502630144,0.5593737575493791,0.8668239156911446
CD4 T cells memory_tumorfront_CD36,727.5,-0.030560324660597493,0.21160839636270326,0.23389158059066883,0.7138558557387019
CD4 T cells memory_tumorfront_E-Cadherin,615.5,0.0009097011677957761,0.957958400084163,0.9263343307077856,0.9870399866289434
CD4 T cells memory_tumorfront_VEGF,524.5,0.015378194242613899,0.39738334447746904,0.2525551814464764,0.8668239156911446
CD4 T cells memory_tumorfront_pCREB,497.5,0.10223381894961736,0.2988915539293075,0.1453345473441318,0.8080692644198788
CD4 T cells memory_tumorfront_pNFkB,566.5,0.011990935133082303,0.6134988679794549,0.510048796572252,0.9116965091113983
